name,cmc,release_year,price,color,image
Adarkar Valkyrie,6,2018,0.9,#ffffff,https://cards.scryfall.io/normal/front/f/c/fc2a4abc-85da-46a6-a616-9aa607ce7372.jpg?1592710383
Aether Gale,5,2018,0.86,#341aff,https://cards.scryfall.io/normal/front/e/8/e89f2a37-9e8e-4291-9595-3c20b00444b0.jpg?1592710516
Aethermage's Touch,4,2018,0.11,#d78f42,https://cards.scryfall.io/normal/front/6/7/67f8a6f6-afe3-4126-9d2a-c645f041637a.jpg?1592711027
Ajani's Chosen,4,2018,0.59,#ffffff,https://cards.scryfall.io/normal/front/8/3/83ec7a9d-d932-4edc-857f-0fae060d1480.jpg?1592710391
Akroma's Vengeance,6,2018,0.41,#ffffff,https://cards.scryfall.io/normal/front/1/0/106ca190-3109-4d43-b314-0a2cc7c2a3f7.jpg?1592710398
Aminatou's Augury,8,2018,1.79,#341aff,https://cards.scryfall.io/normal/front/e/e/ee3bc0e6-5e47-4a04-af15-faea70f3983a.jpg?1592710061
Ancient Stone Idol,10,2018,5.03,#8c8d8b,https://cards.scryfall.io/normal/front/d/3/d3975f5c-5dcd-40b8-9311-01a173c40381.jpg?1592710342
Arixmethes- Slumbering Isle,4,2018,5.24,#d78f42,https://cards.scryfall.io/normal/front/c/7/c723c7dc-a452-49ec-a4e5-9e516fe530e9.jpg?1592710246
Army of the Damned,8,2018,0.62,#000000,https://cards.scryfall.io/normal/front/9/a/9aae1c1b-96f0-4529-995d-a53874a74c75.jpg?1592710706
Avenger of Zendikar,7,2018,3.3,#087500,https://cards.scryfall.io/normal/front/2/c/2c105326-2a0e-4a9b-b3cd-81a14bbe983b.jpg?1592710798
Bear Umbra,4,2018,5.97,#087500,https://cards.scryfall.io/normal/front/f/0/f025451f-24aa-41d6-9051-c456e52bbdda.jpg?1592710811
Blasphemous Act,9,2018,2.55,#ff1a1a,https://cards.scryfall.io/normal/front/a/0/a09bb94a-1e47-43e7-a7e8-627c10cf8c1f.jpg?1592710745
Blinkmoth Urn,5,2018,2.3,#8c8d8b,https://cards.scryfall.io/normal/front/3/8/3879faf0-6e39-4275-82f6-7fb5c70fc6ce.jpg?1592711197
Bloodtracker,4,2018,0.25,#000000,https://cards.scryfall.io/normal/front/c/a/ca3519c4-4d8c-4caf-bc93-6e6160a3d5b6.jpg?1592710109
Boon Satyr,3,2018,0.16,#087500,https://cards.scryfall.io/normal/front/4/7/477a30f3-3cbe-42a5-9fae-fe5885a8cf25.jpg?1592710816
Boreas Charger,3,2018,0.16,#ffffff,https://cards.scryfall.io/normal/front/5/c/5cd3b85b-7d8d-402e-829a-6080fd4eb7a1.jpg?1592710029
Bosh- Iron Golem,8,2018,0.09,#ff1a1a,https://cards.scryfall.io/normal/front/f/b/fb87532e-9d81-444d-b3ef-69b2528b6311.jpg?1592711203
Bruna- Light of Alabaster,6,2018,0.42,#d78f42,https://cards.scryfall.io/normal/front/5/8/58c56bad-68ed-4328-a7ea-c528b58dc2fd.jpg?1592711039
Budoka Gardener // Dokai- Weaver of Life,2,2018,0.82,#087500,https://cards.scryfall.io/normal/front/5/8/58164521-aeec-43fc-9db9-d595432dea6f.jpg?1592710828
Celestial Archon,5,2018,0.12,#ffffff,https://cards.scryfall.io/normal/front/c/4/c40cb58f-370f-487a-9a96-bdce173aa3c6.jpg?1592710411
Centaur Vinecrasher,4,2018,0.25,#087500,https://cards.scryfall.io/normal/front/e/f/ef472cfa-9c26-440f-bb0b-ea9aee92e99d.jpg?1592710834
Chain Reaction,4,2018,0.34,#ff1a1a,https://cards.scryfall.io/normal/front/c/b/cbcdb367-7e50-4f51-890a-5f8321762e3f.jpg?1592710751
Chaos Warp,3,2018,1.29,#ff1a1a,https://cards.scryfall.io/normal/front/8/0/80cb5b8e-e410-42e0-813e-c54903130cf5.jpg?1592710758
Charnelhoard Wurm,7,2018,0.16,#d78f42,https://cards.scryfall.io/normal/front/1/0/10b936dd-fbec-4d03-8f6f-71e5e21029cb.jpg?1592711045
Cold-Eyed Selkie,3,2018,0.21,#d78f42,https://cards.scryfall.io/normal/front/6/8/68fdd9d0-f4a1-4d92-9414-5187ecad8d0f.jpg?1592711052
Conundrum Sphinx,4,2018,0.15,#341aff,https://cards.scryfall.io/normal/front/2/9/2905cea6-77cb-4d9b-93f4-e22211af25e1.jpg?1592710540
Coveted Jewel,6,2018,2.35,#8c8d8b,https://cards.scryfall.io/normal/front/f/8/f83ed433-fae3-4fa5-acad-bb8a5b535ce3.jpg?1592710349
Crash of Rhino Beetles,5,2018,1.67,#087500,https://cards.scryfall.io/normal/front/c/8/c87715d6-4ce1-43d8-9909-e1d80c2d099f.jpg?1592710193
Creeping Renaissance,5,2018,1.52,#087500,https://cards.scryfall.io/normal/front/7/1/71569961-d56c-43f9-ae51-d86561419743.jpg?1592710845
Darksteel Juggernaut,5,2018,1.62,#8c8d8b,https://cards.scryfall.io/normal/front/2/2/22c4148a-477d-419e-8d6b-5d558048e0db.jpg?1592711228
Daxos of Meletis,3,2018,0.16,#d78f42,https://cards.scryfall.io/normal/front/e/d/ed3f19aa-1131-467f-8ae5-065e14aeb153.jpg?1592711058
Decimate,4,2018,1.59,#d78f42,https://cards.scryfall.io/normal/front/6/5/6551db26-83e8-4256-822b-122c35ee6097.jpg?1592711070
Devastation Tide,5,2018,1.64,#341aff,https://cards.scryfall.io/normal/front/2/d/2d493bd6-af71-45be-bd4c-1d8f94bca19e.jpg?1592710546
Dictate of Kruphix,3,2018,2.01,#341aff,https://cards.scryfall.io/normal/front/a/a/aa9f176b-6d33-4510-9ba2-98bdd12ba34e.jpg?1592710552
Djinn of Wishes,5,2018,0.09,#341aff,https://cards.scryfall.io/normal/front/a/5/a5491962-ad47-4919-b59c-510408bed29e.jpg?1592710557
Duplicant,6,2018,0.34,#8c8d8b,https://cards.scryfall.io/normal/front/e/a/ea87504f-b373-448b-8444-46fdc3d93250.jpg?1592711245
Duskmantle Seer,4,2018,0.21,#d78f42,https://cards.scryfall.io/normal/front/9/c/9c58a1e6-be79-4eb3-94a9-d94b40a7cb15.jpg?1592711075
Echo Storm,5,2018,0.56,#341aff,https://cards.scryfall.io/normal/front/5/4/546da0df-db26-4f50-8b5e-eb09782dd1d1.jpg?1592710068
Eidolon of Blossoms,4,2018,2.93,#087500,https://cards.scryfall.io/normal/front/0/d/0d82f171-b1f6-4e80-996a-c579a1be252c.jpg?1592710863
Elderwood Scion,5,2018,0.16,#d78f42,https://cards.scryfall.io/normal/front/c/1/c16dabf9-6b77-44dd-8fe8-bd3e36a57d7e.jpg?1592711081
Emissary of Grudges,6,2018,0.18,#ff1a1a,https://cards.scryfall.io/normal/front/b/8/b8d3d78d-a18b-4ed2-a076-9893fbba94bc.jpg?1592710143
Empyrial Storm,6,2018,0.3,#ffffff,https://cards.scryfall.io/normal/front/d/b/dbfb7f01-87bf-4eb6-8a8f-3401f37c3ebf.jpg?1592710035
