name,cmc,release_year,price,color,image
Animate Wall,1,1993,42.64,#ffffff,https://cards.scryfall.io/normal/front/0/5/05d7bed4-950a-4a4e-b79a-50e4aa416fe9.jpg?1559591892
Ankh of Mishra,2,1993,70.89,#8c8d8b,https://cards.scryfall.io/normal/front/8/0/808cad10-69d5-4e14-9834-476c53ec97e4.jpg?1559592140
Armageddon,4,1993,112.74,#ffffff,https://cards.scryfall.io/normal/front/d/f/df2c5d5c-f1c9-4639-bf72-3f6bde554864.jpg?1559592138
Aspect of Wolf,2,1993,39.87,#087500,https://cards.scryfall.io/normal/front/5/a/5aa02bb5-7365-4b8d-ac86-13721fb19d01.jpg?1559591894
Badlands,0,1993,688.74,#d78f42,https://cards.scryfall.io/normal/front/5/8/5804dcd3-d41d-4cbd-9f8f-9736f2d37a64.jpg?1559592135
Bad Moon,2,1993,155.99,#000000,https://cards.scryfall.io/normal/front/8/8/882fe528-1a84-4d34-bd15-330963b684ff.jpg?1559592137
Balance,2,1993,285.5,#ffffff,https://cards.scryfall.io/normal/front/8/3/8352e8b6-c947-49f3-a653-a6af65d3e9c3.jpg?1559591930
Bayou,0,1993,599.99,#d78f42,https://cards.scryfall.io/normal/front/d/6/d66e43f0-1558-409f-8248-cc1d76c6bd8e.jpg?1559591874
Birds of Paradise,1,1993,211.55,#087500,https://cards.scryfall.io/normal/front/4/e/4e50454c-3927-4e7e-b4f6-7f5d5fd9b913.jpg?1559592226
Blaze of Glory,1,1993,125.54,#ffffff,https://cards.scryfall.io/normal/front/2/d/2d636573-287d-4f6f-93b0-12ddd8f3e6d1.jpg?1559591860
Blessing,2,1993,60.0,#ffffff,https://cards.scryfall.io/normal/front/4/0/402e84fb-7c77-4491-9ece-c2d9b8506ece.jpg?1559591871
Braingeyser,2,1993,102.12,#341aff,https://cards.scryfall.io/normal/front/3/d/3dbeef5c-f973-480b-a148-28de397b610f.jpg?1559591809
Chaoslace,1,1993,12.63,#ff1a1a,https://cards.scryfall.io/normal/front/f/2/f2776675-8720-4a4d-8d7b-96de9ad14533.jpg?1559591830
Chaos Orb,2,1993,709.83,#8c8d8b,https://cards.scryfall.io/normal/front/7/a/7a601041-926f-40fd-8106-39099b87806f.jpg?1559592122
Clockwork Beast,6,1993,33.85,#8c8d8b,https://cards.scryfall.io/normal/front/c/7/c7741816-0bc1-4540-b4b2-006275ffe572.jpg?1559592116
Cockatrice,5,1993,60.0,#087500,https://cards.scryfall.io/normal/front/8/3/8392d34d-d14a-43ca-997d-fe59e505034e.jpg?1559592115
Contract from Below,1,1993,76.89,#000000,https://cards.scryfall.io/normal/front/5/3/530be94d-7f6a-4c23-948f-22c5bdbceb4f.jpg?1559591958
Copy Artifact,2,1993,324.0,#341aff,https://cards.scryfall.io/normal/front/d/d/dde40c1f-5ccc-435b-ac35-62eb58ffeea2.jpg?1559592107
Cyclopean Tomb,4,1993,198.94,#8c8d8b,https://cards.scryfall.io/normal/front/a/1/a184cd2e-e27f-44b0-a8ae-9d861280e469.jpg?1559592106
Darkpact,3,1993,58.55,#000000,https://cards.scryfall.io/normal/front/9/3/9350762e-cb5f-4cea-a880-6e731685bf67.jpg?1559591810
Deathlace,1,1993,17.74,#000000,https://cards.scryfall.io/normal/front/c/3/c3e02432-b8bd-4091-a520-6895313ff141.jpg?1559592225
Demonic Attorney,3,1993,56.33,#000000,https://cards.scryfall.io/normal/front/4/f/4fbb25bc-7071-40eb-bea6-16387db164a7.jpg?1559591812
Demonic Hordes,6,1993,170.0,#000000,https://cards.scryfall.io/normal/front/8/1/812a0a10-0765-499f-8581-c4d7e0e81299.jpg?1559592100
Dingus Egg,4,1993,11.06,#8c8d8b,https://cards.scryfall.io/normal/front/a/8/a804f742-f7cf-427e-ad0a-742587328156.jpg?1559592248
