name,cmc,release_year,price,color,image
All Is Dust,7,2015,6.52,#8c8d8b,https://cards.scryfall.io/normal/front/c/0/c0c9f6dd-308e-4c91-8bcc-975d273a0a33.jpg?1562266931
All Suns' Dawn,5,2015,0.36,#087500,https://cards.scryfall.io/normal/front/1/5/15629398-bb20-4ff3-ab0e-061dcea916d5.jpg?1562259456
Ant Queen,5,2015,1.07,#087500,https://cards.scryfall.io/normal/front/4/9/499cc16c-9ead-45b9-b56c-7512cd54cf7c.jpg?1562261658
Apocalypse Hydra,2,2015,0.56,#d78f42,https://cards.scryfall.io/normal/front/8/d/8dc9b519-f558-4aec-9d75-e2a8a3f48b8c.jpg?1562264801
Argent Sphinx,4,2015,0.2,#341aff,https://cards.scryfall.io/normal/front/9/9/99d03f11-7448-47de-9fb4-3ceaf08dc1d4.jpg?1562265270
Banefire,1,2015,0.8,#ff1a1a,https://cards.scryfall.io/normal/front/6/d/6d418362-aa0c-4e42-b473-f266ec3d0a25.jpg?1562263322
Battlegrace Angel,5,2015,0.65,#ffffff,https://cards.scryfall.io/normal/front/1/c/1cf72b23-a951-4e88-a52b-b3abe8f16bf4.jpg?1562259656
Bitterblossom,2,2015,22.73,#000000,https://cards.scryfall.io/normal/front/3/4/349f13c9-9a4e-4460-873e-fec58798646c.jpg?1562260673
Blinkmoth Nexus,0,2015,2.7,#8c8d8b,https://cards.scryfall.io/normal/front/a/8/a8f0e338-fe48-4108-b1a4-0bc9bf4ed708.jpg?1562265761
Chimeric Mass,0,2015,0.2,#8c8d8b,https://cards.scryfall.io/normal/front/3/e/3ef3dea8-b3e5-432e-a65d-442fe06ca976.jpg?1562261165
Comet Storm,2,2015,0.87,#ff1a1a,https://cards.scryfall.io/normal/front/1/c/1ccfe45e-c00c-48ec-b520-ccbb63cfbecc.jpg?1562259655
Creakwood Liege,4,2015,5.64,#d78f42,https://cards.scryfall.io/normal/front/5/b/5bcc8f83-07a5-4ced-a0f4-78c75c287903.jpg?1562263012
Cryptic Command,4,2015,6.48,#341aff,https://cards.scryfall.io/normal/front/0/2/02fe76b0-86eb-4f5b-8877-657cb8a37fc3.jpg?1562258501
Dark Confidant,2,2015,19.01,#000000,https://cards.scryfall.io/normal/front/0/5/05cf51d8-9f91-42ff-99e9-4397f2251c20.jpg?1562258950
Daybreak Coronet,2,2015,5.65,#ffffff,https://cards.scryfall.io/normal/front/2/1/21f6f35e-26b4-465d-9026-ffaa869c7722.jpg?1562259726
Elesh Norn- Grand Cenobite,7,2015,20.87,#ffffff,https://cards.scryfall.io/normal/front/3/1/31ecbe1d-2ad7-4cbb-8392-f41f107356db.jpg?1562260613
Emrakul- the Aeons Torn,15,2015,24.77,#8c8d8b,https://cards.scryfall.io/normal/front/3/1/3197aa08-9fb1-47d2-b873-432700cb790e.jpg?1562260268
Endrek Sahr- Master Breeder,5,2015,2.0,#000000,https://cards.scryfall.io/normal/front/a/9/a97b9d0e-e150-46d5-b6fd-59793e82dae4.jpg?1562266137
Etched Champion,3,2015,2.23,#8c8d8b,https://cards.scryfall.io/normal/front/3/0/30fe653b-956a-4e0e-981b-37e1a6b08c2c.jpg?1562260261
Etched Monstrosity,5,2015,0.27,#d78f42,https://cards.scryfall.io/normal/front/f/6/f6be7947-b929-408d-ad67-3b07b93dd36e.jpg?1562269329
Eye of Ugin,0,2015,8.04,#8c8d8b,https://cards.scryfall.io/normal/front/d/2/d2d5124b-4d73-4aa9-9331-88e03779ffad.jpg?1562267867
Fulminator Mage,3,2015,1.43,#d78f42,https://cards.scryfall.io/normal/front/8/b/8b128089-ed05-4a94-b83e-a5f783b8cec8.jpg?1562264764
Ghost Council of Orzhova,4,2015,0.24,#d78f42,https://cards.scryfall.io/normal/front/5/b/5b551074-a9b4-45f0-a007-f07d7b2e12a8.jpg?1562262654
Guile,6,2015,0.55,#341aff,https://cards.scryfall.io/normal/front/b/9/b9021f91-0b92-44ff-9ccb-bcf1e81232c2.jpg?1562266705
Hellkite Charger,6,2015,4.55,#ff1a1a,https://cards.scryfall.io/normal/front/b/2/b26a7453-3c5d-4933-8fea-7696ac329f71.jpg?1562266230
Horde of Notions,5,2015,0.77,#d78f42,https://cards.scryfall.io/normal/front/a/5/a5137c28-632f-40f4-bf9d-877f5f070987.jpg?1562265721
Hurkyl's Recall,2,2015,4.78,#341aff,https://cards.scryfall.io/normal/front/7/3/73edeaaa-6a87-4cf1-b013-bab9a7bb94d9.jpg?1562263763
Indomitable Archangel,4,2015,0.79,#ffffff,https://cards.scryfall.io/normal/front/9/4/94810748-7c70-4491-a355-c7c56cc03df0.jpg?1562265218
Inexorable Tide,5,2015,8.17,#341aff,https://cards.scryfall.io/normal/front/4/0/40441345-23ca-47e4-b349-bd13d986e41e.jpg?1562261170
Iona- Shield of Emeria,9,2015,6.09,#ffffff,https://cards.scryfall.io/normal/front/6/1/6197b59e-1652-496c-a038-e2eb88ecf017.jpg?1562584407
Karn Liberated,7,2015,20.69,#8c8d8b,https://cards.scryfall.io/normal/front/c/d/cd1deda0-c99d-4570-a5dd-f51eb5d12570.jpg?1562267420
Kiki-Jiki- Mirror Breaker,5,2015,10.41,#ff1a1a,https://cards.scryfall.io/normal/front/f/a/fa701469-a15c-4e45-8455-089bd4040cf1.jpg?1562269370
Kozilek- Butcher of Truth,10,2015,34.45,#8c8d8b,https://cards.scryfall.io/normal/front/6/d/6dc70f3b-844e-428c-a8cd-d6c6a55b925a.jpg?1562263332
