name,cmc,release_year,price,color,image
Abandoned Sarcophagus,3,2017,0.14,#8c8d8b,https://cards.scryfall.io/normal/front/c/1/c191fb87-f111-4ac2-a52a-3af103a9314e.jpg?1562813458
Adorned Pouncer,2,2017,0.39,#ffffff,https://cards.scryfall.io/normal/front/8/6/865e267d-450c-4eeb-b61d-bd0ec5d8534a.jpg?1562805775
Ammit Eternal,3,2017,0.23,#000000,https://cards.scryfall.io/normal/front/1/b/1b04934f-87d1-4768-b7b5-5f7249a09771.jpg?1562791269
Angel of Condemnation,4,2017,0.33,#ffffff,https://cards.scryfall.io/normal/front/9/0/90dad070-e41d-419b-ae27-ace82b9ab2c5.jpg?1630628666
Apocalypse Demon,6,2017,0.16,#000000,https://cards.scryfall.io/normal/front/3/9/39dfbf99-55e8-468b-bcd9-9179cad7cab6.jpg?1562795456
Bontu's Last Reckoning,3,2017,0.89,#000000,https://cards.scryfall.io/normal/front/1/b/1b4d0102-c0d6-4d50-941a-dd1c3575a3a8.jpg?1562791273
Champion of Wits,3,2017,0.15,#341aff,https://cards.scryfall.io/normal/front/d/7/d765221d-9718-47eb-aa49-9c0719337139.jpg?1562816531
Chaos Maw,7,2017,0.15,#ff1a1a,https://cards.scryfall.io/normal/front/8/0/8094908b-1d3a-42df-bc27-8456fbb98e65.jpg?1562805282
Crested Sunmare,5,2017,4.99,#ffffff,https://cards.scryfall.io/normal/front/7/3/732fa4c9-11da-4bdb-96af-aa37c74be25f.jpg?1562803341
Djeru- With Eyes Open,5,2017,0.27,#ffffff,https://cards.scryfall.io/normal/front/2/2/2234df89-0835-4a17-b5d8-2334ee8f692d.jpg?1562792235
Dreamstealer,3,2017,0.22,#000000,https://cards.scryfall.io/normal/front/5/c/5c4fcde3-03c9-43e6-a34b-29f6ce44e7c4.jpg?1562800279
Driven // Despair,4,2017,0.34,#d78f42,https://cards.scryfall.io/normal/front/7/7/7713ba59-dd4c-4b49-93a7-292728df86b8.jpg?1562803886
Earthshaker Khenra,2,2017,0.24,#ff1a1a,https://cards.scryfall.io/normal/front/0/d/0d60eabe-b281-4eba-9c26-287364ed2067.jpg?1562789387
Endless Sands,0,2017,0.27,#8c8d8b,https://cards.scryfall.io/normal/front/9/e/9ebd3e0a-30cc-4bc1-b9fa-6d65db9a6f5b.jpg?1562808778
Fraying Sanity,3,2017,4.67,#341aff,https://cards.scryfall.io/normal/front/7/9/79e5c1ab-eebd-41ca-a1ca-29b00370f6e8.jpg?1562804295
God-Pharaoh's Gift,7,2017,0.39,#8c8d8b,https://cards.scryfall.io/normal/front/b/2/b2e85a9e-4c37-4721-b7ea-de3413ec39df.jpg?1562811437
Grind // Dust,6,2017,0.14,#d78f42,https://cards.scryfall.io/normal/front/0/3/0383401f-d453-4e8f-82d2-5c016acc2591.jpg?1562787667
Hazoret's Undying Fury,6,2017,0.14,#ff1a1a,https://cards.scryfall.io/normal/front/7/f/7f578576-19ca-4e67-94da-2c0767d9a2bb.jpg?1562805233
Hollow One,5,2017,0.35,#8c8d8b,https://cards.scryfall.io/normal/front/4/3/43fe9c6d-4fa2-4f9a-9025-1bf12fe7ed9f.jpg?1562797493
Hostile Desert,0,2017,0.17,#8c8d8b,https://cards.scryfall.io/normal/front/2/5/250c35cb-77e7-4600-a915-ccf327fe3385.jpg?1562792363
Hour of Devastation,5,2017,0.48,#ff1a1a,https://cards.scryfall.io/normal/front/d/4/d420cc12-cfd7-4007-a0c2-b16c8f63a754.jpg?1562816057
Hour of Eternity,3,2017,0.11,#341aff,https://cards.scryfall.io/normal/front/0/1/01040ed3-4f64-4e47-8f80-3d3a339004f7.jpg?1605100111
Hour of Glory,4,2017,0.09,#000000,https://cards.scryfall.io/normal/front/f/3/f35e66cb-af50-411a-b6f2-16fb7072eff5.jpg?1562820090
Hour of Promise,5,2017,1.29,#087500,https://cards.scryfall.io/normal/front/c/5/c5ee374f-31dc-4b2c-beba-431d5b1126d0.jpg?1562814095
Hour of Revelation,6,2017,0.64,#ffffff,https://cards.scryfall.io/normal/front/8/9/89a89652-95ef-45b4-80c3-02241483f3c0.jpg?1562806223
Imminent Doom,3,2017,0.11,#ff1a1a,https://cards.scryfall.io/normal/front/a/5/a51f8207-485e-4a4e-aa62-8e0e69645a0e.jpg?1562809390
Kefnet's Last Word,4,2017,0.12,#341aff,https://cards.scryfall.io/normal/front/4/d/4d7e5103-ee7d-40d7-bcd4-c5d1a48e9821.jpg?1562798541
Leave // Chance,6,2017,0.22,#d78f42,https://cards.scryfall.io/normal/front/f/9/f928e8e8-aa20-402c-85bd-59106e9b9cc7.jpg?1562820622
Majestic Myriarch,5,2017,0.38,#087500,https://cards.scryfall.io/normal/front/7/8/78d47cc7-2849-432e-9bcd-6b97023f1969.jpg?1562804255
Mirage Mirror,3,2017,1.88,#8c8d8b,https://cards.scryfall.io/normal/front/2/9/29148d7e-b398-4e19-a29e-d9a660ad5016.jpg?1562793459
Neheb- the Eternal,5,2017,20.06,#ff1a1a,https://cards.scryfall.io/normal/front/5/4/54231832-d492-4812-b658-4ab9a30fefe2.jpg?1562799464
Nicol Bolas- God-Pharaoh,7,2017,3.1,#d78f42,https://cards.scryfall.io/normal/front/9/8/985e92f4-3904-41df-91f7-42eedbe3ccd2.jpg?1562807870
Nimble Obstructionist,3,2017,0.22,#341aff,https://cards.scryfall.io/normal/front/2/6/26012b65-7e0a-427e-945e-de24738517fb.jpg?1562792975
Nissa's Encouragement,5,2017,0.15,#087500,https://cards.scryfall.io/normal/front/a/4/a489d5c7-ef57-4973-86ac-06234c308c3c.jpg?1562809356
Oketra's Last Mercy,3,2017,0.18,#ffffff,https://cards.scryfall.io/normal/front/c/4/c4d3bf26-6003-4699-a26e-b3b5bcd3e8dc.jpg?1562813953
Overwhelming Splendor,8,2017,3.05,#ffffff,https://cards.scryfall.io/normal/front/8/6/867b32d2-e396-411d-ac02-1af4106dd3d2.jpg?1562805786
Pride Sovereign,3,2017,2.12,#d78f42,https://cards.scryfall.io/normal/front/d/d/dd3d32b7-672f-4ceb-a1c9-17daefd2cb0c.jpg?1562817474
Ramunap Excavator,3,2017,3.45,#087500,https://cards.scryfall.io/normal/front/9/0/90a54d18-8403-441d-a115-ee462fabdabb.jpg?1591196120
Ramunap Hydra,4,2017,0.21,#087500,https://cards.scryfall.io/normal/front/9/5/953f3722-2126-4eb3-a3d8-cff4b0703a9c.jpg?1562807415
Razaketh- the Foulblooded,8,2017,18.19,#000000,https://cards.scryfall.io/normal/front/e/1/e14adff9-33cc-467e-b782-068854c5e7b7.jpg?1562817745
Reason // Believe,6,2017,0.15,#d78f42,https://cards.scryfall.io/normal/front/1/c/1ca644e3-4fb3-4d38-b714-e3d7459bd8b9.jpg?1562791344
Refuse // Cooperate,7,2017,0.14,#d78f42,https://cards.scryfall.io/normal/front/0/5/054b07d8-99ae-430b-8e54-f9601fa572e7.jpg?1562787788
Resilient Khenra,2,2017,0.14,#087500,https://cards.scryfall.io/normal/front/0/3/033a69fb-2af9-426c-b1d6-3e5b18c78c9a.jpg?1562787658
Rhonas's Last Stand,2,2017,0.1,#087500,https://cards.scryfall.io/normal/front/e/9/e991d1eb-70ab-4e2c-862d-fb8bfcefc542.jpg?1562818709
Samut- the Tested,4,2017,0.86,#d78f42,https://cards.scryfall.io/normal/front/0/9/09f06f55-7918-46c4-80ff-0bf39e091a4a.jpg?1562788629
Scavenger Grounds,0,2017,3.04,#8c8d8b,https://cards.scryfall.io/normal/front/6/c/6cd91eeb-7abf-4538-91dc-47c736dfc237.jpg?1562802684
Solemnity,3,2017,2.92,#ffffff,https://cards.scryfall.io/normal/front/0/a/0a71fb62-acbd-49f5-842f-0fc9fa48afea.jpg?1562788659
Swarm Intelligence,7,2017,0.32,#341aff,https://cards.scryfall.io/normal/front/c/2/c2bec26d-20ba-4f31-a153-2c93a4f474e5.jpg?1562813845
The Locust God,6,2017,5.03,#d78f42,https://cards.scryfall.io/normal/front/4/e/4e0c1d0a-2651-4961-8b70-ff78093732ce.jpg?1562798588
The Scarab God,5,2017,31.8,#d78f42,https://cards.scryfall.io/normal/front/6/2/621cfd79-be4e-41e3-95ce-62b0eeff5baf.jpg?1562801181
The Scorpion God,5,2017,2.69,#d78f42,https://cards.scryfall.io/normal/front/d/e/def0d0ac-6422-486e-b42b-e1813dd0a23e.jpg?1562817532
Torment of Hailfire,2,2017,17.78,#000000,https://cards.scryfall.io/normal/front/f/6/f69d77d1-5980-436c-bf48-790939b069aa.jpg?1562820191
Uncage the Menagerie,2,2017,0.8,#087500,https://cards.scryfall.io/normal/front/b/c/bc4aa918-53b9-4177-a859-f5a8eff09fe5.jpg?1562812515
Unesh- Criosphinx Sovereign,6,2017,0.62,#341aff,https://cards.scryfall.io/normal/front/f/d/fdd1a8b2-f4ba-45af-9586-98a98834b8bc.jpg?1562821253
Visage of Bolas,4,2017,0.22,#d78f42,https://cards.scryfall.io/normal/front/f/2/f29bbfe2-d59f-4361-8ea4-6a8d1b909769.jpg?1562820069
Wildfire Eternal,4,2017,0.23,#ff1a1a,https://cards.scryfall.io/normal/front/f/d/fd845479-619a-4262-b445-d93975c183b4.jpg?1562821140
